energy_type,postcode,location_name,consumption_level_kwh,provider,product,unit_rate_ct_per_kwh,standing_charge_eur_per_year,signup_bonus,price_guarantee_months,contract_length_months
ELECTRICITY,57413,Finnentrop,7000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12 Natur,33.28,200.32,270,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,Rabot Energy,rabot.home flex,21.75,170.96,51.41,1,1 Monat
ELECTRICITY,57413,Finnentrop,7000,Rabot Energy,rabot.home flex,21.75,170.96,51.41,1,1 Monat
ELECTRICITY,57413,Finnentrop,7000,SCHARR WÄRME,SCHARRMANT Öko Strom 12,33.46,184.9,239,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,SimplyGreen,SimplyGreen dynamisch,21.44,171,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,7000,Stadtwerke Augsburg,swa Strom Online natur,34.51,182.46,285.81,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,Stadtwerke Flensburg,Flensburg eXtra,30.57,165.02,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,Stadtwerke Pforzheim,SWP MaxSpar Strom,32.78,170.57,197,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,TEAG Thüringer Energie,TEAG.Strom direkt,33.81,179.5,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,Tibber Deutschland,Dynamischer Tarif,21.19,182.93,45.88,1,1 Monat
ELECTRICITY,57413,Finnentrop,7000,Vattenfall Sales,ÖkoStrom12,34.7,178.8,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,Vattenfall Sales,Ökostrom12 Smart,34.7,178.8,348,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,VeganStrom,VeganStrom Solarplus,34.96,198.48,396.85,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,Volkswagen Group Charging,Volkswagen Naturstrom Flex,29.1,183.07,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,7000,eins energie in sachsen,einsstrom Online,31.74,173.59,125,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,eprimo,eprimoStrom PrimaKlima,36.72,189.94,455,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,immergrün! energie,Spar Smart FairPlus,35.51,129.11,392.25,12,12 Monate
ELECTRICITY,57413,Finnentrop,7000,tado energy,tado° Home Monthly,26.18,166.08,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,7000,team energie,teamstrom grün & flexibel,30.61,171.96,0,6,6 Monate
ELECTRICITY,57413,Finnentrop,8000,123energie,123strom,32.39,236.02,300,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,123energie,123ökostrom,33.28,247.92,300,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Aras Energy,Aras Ideal Basic,32.61,194.38,268,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,E WIE EINFACH,Grün & Günstig Strom,33.65,224.4,309.53,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,E WIE EINFACH,MeinÖkoTarif Strom,33.65,224.4,324.29,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,ENSTROGA,Fairpower X,19.82,219.84,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,8000,Elektrizitätsversorgung Berlin,ELEKTRIZITÄT BERLIN Strom,29.65,593.17,494.83,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Grünwelt Wärmestrom,Strom Bonus 12,35.62,191.11,601.11,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Grünwelt Wärmestrom,Strom Classic,30.2,147.72,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Grüüün,Natüüürlich25,27.58,212.95,0,18,12 Monate
ELECTRICITY,57413,Finnentrop,8000,KlickEnergie,KlickNaturstrom,30.65,175.06,135,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,KlickEnergie,KlickStrom,30.46,175.06,135,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,LichtBlick,ÖkoStrom Komfort 12,33.01,240.65,300,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,LogoEnergie,LogoStrom clever,31.06,128.52,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,MAINGAU Energie,MAINGAU StromGarant,32.36,60,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,MAXENERGY,MAX Ocean Strom 12,30.3,170.57,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,MONTANA,MONTANA dynamic,31.81,175.5,399.84,1,1 Monat
ELECTRICITY,57413,Finnentrop,8000,MONTANA,MONTANA garant 12,34.88,168.22,518.79,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,NEW Energie,NEWfair Strom 12,33.16,158.67,319.89,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Naturwerke,Naturstrom Premium classic,29.99,163.62,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Ostrom,Ostrom SimplyFair,29.76,183.07,50.04,1,1 Monat
ELECTRICITY,57413,Finnentrop,8000,PLAN-B NET ZERO ENERGY,PBNZE DYNAMIC PRIVATE,21.66,186.96,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,8000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12,32.81,200.32,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12 Natur,33.28,200.32,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Rabot Energy,rabot.home flex,21.75,170.96,51.41,1,1 Monat
ELECTRICITY,57413,Finnentrop,8000,Rabot Energy,rabot.home flex,21.75,170.96,51.41,1,1 Monat
ELECTRICITY,57413,Finnentrop,8000,SAUBER ENERGIE,SAUBER STROM Waldbonus,31.18,285.6,145,12,6 Monate
ELECTRICITY,57413,Finnentrop,8000,SCHARR WÄRME,SCHARRMANT Öko Strom 12,33.46,184.9,239,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,SimplyGreen,SimplyGreen dynamisch,21.44,171,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,8000,Stadtwerke Flensburg,Flensburg eXtra,30.57,165.02,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Stadtwerke Flensburg,Flensburg eXtra regio,30.69,167.36,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Stadtwerke Pforzheim,SWP MaxSpar Strom,32.78,170.57,223,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,TEAG Thüringer Energie,TEAG.Strom direkt,33.81,179.5,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Tibber Deutschland,Dynamischer Tarif,21.19,182.93,45.88,1,1 Monat
ELECTRICITY,57413,Finnentrop,8000,Vattenfall Sales,ÖkoStrom12,34.7,178.8,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Vattenfall Sales,Ökostrom12 Smart,34.7,178.8,348,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,VeganStrom,VeganStrom Solarplus,34.96,198.48,449.29,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Volkswagen Group Charging,Volkswagen Naturstrom Blue,30.76,175.75,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,Volkswagen Group Charging,Volkswagen Naturstrom Flex,29.1,183.07,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,8000,eins energie in sachsen,einsstrom Online,31.74,173.59,125,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,immergrün! energie,Spar Smart FairPlus,35.52,129.11,445.63,12,12 Monate
ELECTRICITY,57413,Finnentrop,8000,tado energy,tado° Home Monthly,26.18,166.08,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,8000,team energie,teamstrom grün & flexibel,30.61,171.96,0,6,6 Monate
ELECTRICITY,57413,Finnentrop,9000,123energie,123strom,32.39,236.02,300,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,123energie,123ökostrom,33.28,247.92,300,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Aras Energy,Aras Ideal Basic,32.61,194.38,268,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,E WIE EINFACH,Grün & Günstig Strom,33.65,224.4,343.18,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,E WIE EINFACH,MeinÖkoTarif Strom,33.65,224.4,324.29,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,ENSTROGA,Fairpower X,19.96,219.84,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,9000,Elektrizitätsversorgung Berlin,ELEKTRIZITÄT BERLIN Strom,30.62,688.9,566.69,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Grünwelt Wärmestrom,Strom Bonus 12,35.62,175.66,600.22,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Grünwelt Wärmestrom,Strom Classic,30.55,147.8,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Grüüün,Natüüürlich25,27.58,212.95,0,18,12 Monate
ELECTRICITY,57413,Finnentrop,9000,KlickEnergie,KlickNaturstrom,30.65,175.06,135,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,KlickEnergie,KlickStrom,30.46,175.06,135,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,LichtBlick,ÖkoStrom Komfort 12,33.01,240.65,300,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,LogoEnergie,LogoStrom clever,31.06,128.52,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,MAINGAU Energie,MAINGAU StromGarant,32.19,60,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,MAXENERGY,MAX Ocean Strom 12,30.3,170.57,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,MONTANA,MONTANA dynamic,31.81,175.5,449.82,1,1 Monat
ELECTRICITY,57413,Finnentrop,9000,MONTANA,MONTANA garant 12,34.8,168.22,569.98,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,NEW Energie,NEWfair Strom 12,33.16,158.67,332.23,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Naturwerke,Naturstrom Premium classic,30.57,163.62,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Ostrom,Ostrom SimplyFair,29.76,183.07,50.04,1,1 Monat
ELECTRICITY,57413,Finnentrop,9000,PLAN-B NET ZERO ENERGY,PBNZE DYNAMIC PRIVATE,21.66,186.96,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,9000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12,32.81,200.32,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12 Natur,33.28,200.32,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Rabot Energy,rabot.home flex,21.75,170.96,51.41,1,1 Monat
ELECTRICITY,57413,Finnentrop,9000,Rabot Energy,rabot.home flex,21.75,170.96,51.41,1,1 Monat
ELECTRICITY,57413,Finnentrop,9000,SAUBER ENERGIE,SAUBER STROM Waldbonus,32.61,264.18,240,12,6 Monate
ELECTRICITY,57413,Finnentrop,9000,SCHARR WÄRME,SCHARRMANT Öko Strom 12,33.46,184.9,239,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,SimplyGreen,SimplyGreen dynamisch,21.44,171,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,9000,Stadtwerke Flensburg,Flensburg eXtra,30.57,165.02,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Stadtwerke Flensburg,Flensburg eXtra regio,30.69,167.36,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Stadtwerke Pforzheim,SWP MaxSpar Strom,32.78,170.57,249,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,TEAG Thüringer Energie,TEAG.Strom direkt,33.81,179.5,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Tibber Deutschland,Dynamischer Tarif,21.19,182.93,45.88,1,1 Monat
ELECTRICITY,57413,Finnentrop,9000,Vattenfall Sales,ÖkoStrom12,34.7,178.8,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Vattenfall Sales,Ökostrom12 Smart,34.7,178.8,348,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,VeganStrom,VeganStrom Solarplus,34.96,198.48,501.73,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Volkswagen Group Charging,Volkswagen Naturstrom Blue,30.76,175.75,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,Volkswagen Group Charging,Volkswagen Naturstrom Flex,29.1,183.07,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,9000,WIND LINE,M I R,31.22,155.76,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,eins energie in sachsen,einsstrom Online,31.74,173.59,125,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,immergrün! energie,Spar Smart FairPlus,35.53,129.11,499.01,12,12 Monate
ELECTRICITY,57413,Finnentrop,9000,tado energy,tado° Home Monthly,26.18,166.08,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,9000,team energie,teamstrom grün & flexibel,30.61,171.96,0,6,6 Monate
ELECTRICITY,57413,Finnentrop,9000,team energie,teamstrom grün & günstig,31.4,150.6,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,123energie,123strom,32.39,236.02,300,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,123energie,123ökostrom,33.28,247.92,300,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Aras Energy,Aras Ideal Basic,32.61,194.38,268,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Brillant Energie,Brillant Strom Natur 12,32.61,170.57,98,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Fuxx - Die Sparenergie,Fuxx-Spar Optimal,37.5,129.11,581.82,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Grünwelt Wärmestrom,Strom Bonus 12,35.62,178.19,600.03,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Grünwelt Wärmestrom,Strom Classic,30.74,147.61,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Grüüün,Natüüürlich25,27.58,212.95,0,18,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Gut & Grün,Gut & Grün,31.9,149.15,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,KlickEnergie,KlickNaturstrom,31.96,175.06,135,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,KlickEnergie,KlickStrom,31.77,175.06,135,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,LichtBlick,ÖkoStrom Komfort 12,33.01,240.65,300,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,LogoEnergie,LogoStrom clever,31.06,128.52,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,MAINGAU Energie,MAINGAU StromGarant,32.34,60,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,MAINGAU Energie,MAINGAU StromKomfort,31.55,180,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,MONTANA,MONTANA dynamic,31.81,205.49,499.8,1,1 Monat
ELECTRICITY,57413,Finnentrop,10000,MONTANA,MONTANA garant 12,34.44,168.22,616.82,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Naturwerke,Naturstrom Premium classic,31.13,163.62,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Ostrom,Ostrom SimplyFair,29.76,183.07,50.04,1,1 Monat
ELECTRICITY,57413,Finnentrop,10000,PLAN-B NET ZERO ENERGY,PBNZE DYNAMIC PRIVATE,21.66,186.96,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,10000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12,32.81,200.32,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12 Natur,33.28,200.32,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Rabot Energy,rabot.home flex,21.75,170.96,51.41,1,1 Monat
ELECTRICITY,57413,Finnentrop,10000,Rabot Energy,rabot.home flex,21.75,170.96,51.41,1,1 Monat
ELECTRICITY,57413,Finnentrop,10000,SAUBER ENERGIE,SAUBER STROM Waldbonus,33.08,299.88,320,12,6 Monate
ELECTRICITY,57413,Finnentrop,10000,SCHARR WÄRME,SCHARRMANT Öko Strom 12,33.46,184.9,239,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,SWU Stadtwerke Ulm/Neu-Ulm,SWU SchwabenStrom online,31.71,168.12,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,SimplyGreen,SimplyGreen 12,33.95,189,250,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,SimplyGreen,SimplyGreen dynamisch,21.44,171,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,10000,Stadtwerke Flensburg,Flensburg eXtra,30.57,165.02,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Stadtwerke Flensburg,Flensburg eXtra regio,30.69,167.36,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Stadtwerke Pforzheim,SWP MaxSpar Strom,32.78,170.57,275,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,TEAG Thüringer Energie,TEAG.Strom direkt,33.81,179.5,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Tibber Deutschland,Dynamischer Tarif,21.19,182.93,45.88,1,1 Monat
ELECTRICITY,57413,Finnentrop,10000,Vattenfall Sales,ÖkoStrom12,34.7,178.8,350,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Vattenfall Sales,Ökostrom12 Smart,34.7,178.8,348,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,VeganStrom,VeganStrom Solarplus,34.96,198.48,554.17,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Volkswagen Group Charging,Volkswagen Naturstrom Blue,30.76,175.75,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,Volkswagen Group Charging,Volkswagen Naturstrom Flex,29.1,183.07,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,10000,WIND LINE,M I R,31.22,155.76,0,12,12 Monate
ELECTRICITY,57413,Finnentrop,10000,tado energy,tado° Home Monthly,26.18,166.08,0,1,1 Monat
ELECTRICITY,57413,Finnentrop,10000,team energie,teamstrom grün & flexibel,30.61,171.96,0,6,6 Monate
ELECTRICITY,57413,Finnentrop,10000,team energie,teamstrom grün & günstig,31.4,150.6,0,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,123energie,123strom,32.09,242.02,135.01,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,123energie,123ökostrom,32.99,253.92,135.01,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Aras Energy,Aras Ideal Basic,32.3,246.53,85,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,E WIE EINFACH,Grün & Günstig Strom,34.24,234,134.49,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,ENSTROGA,Fairpower X,15,263.96,0,1,1 Monat
ELECTRICITY,71691,Freiberg,1000,Erenja,Ökostrom Fix,30.82,178.36,0,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Erenja,Ökostrom Flex,28.73,212.34,0,1,1 Monat
ELECTRICITY,71691,Freiberg,1000,Grünwelt Wärmestrom,Strom Bonus 12,35.88,277.8,185.49,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Grünwelt Wärmestrom,Strom Classic,31.72,183.52,0,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Gut & Grün,Gut & Grün,31.29,178.95,0,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Knauber Strom,Knauber Strom Flexibel,29.23,193.32,0,3,3 Monate
ELECTRICITY,71691,Freiberg,1000,Knauber Strom,Knauber Strom Sicher 12,30.22,193.32,0,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,LogoEnergie,LogoStrom clever,30.94,178.5,0,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,MONTANA,MONTANA dynamic,31.51,208.49,49.98,1,1 Monat
ELECTRICITY,71691,Freiberg,1000,MONTANA,MONTANA garant 12,37.62,195.06,110.69,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Mainova,Strom Online 12,34.23,194.42,60,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Mainova,Strom Online 12 ÖkoPremium,36.12,194.42,60,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Ostrom,Ostrom SimplyFair,29.46,212.87,50.04,1,1 Monat
ELECTRICITY,71691,Freiberg,1000,PLAN-B NET ZERO ENERGY,PBNZE DYNAMIC PRIVATE,21.36,219.88,0,1,1 Monat
ELECTRICITY,71691,Freiberg,1000,Rabot Energy,rabot.home flex,22.05,200.75,47.13,1,1 Monat
ELECTRICITY,71691,Freiberg,1000,Stadtwerke Augsburg,swa Strom Online natur,34.21,212.26,103.61,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Stadtwerke Flensburg,Flensburg eXtra,30.27,194.81,0,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Stadtwerke Flensburg,Flensburg eXtra regio,30.39,197.16,0,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Stadtwerke Karlsruhe,BesserVersorgt Strom fix,32.58,249.59,125,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Stadtwerke München,M-Strom Fix,36.39,237.5,167.8,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Stadtwerke München,M-Ökostrom Fix,37.34,237.5,167.8,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Stadtwerke Pforzheim,SWP MaxSpar Strom,32.9,200.37,79,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Stadtwerke Schwerin,meckpommSTROM 12,33.05,200.37,79.62,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Stadtwerke Schwerin,meckpommSTROM natur 12,33.35,200.37,80.08,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,TEAG Thüringer Energie,TEAG.Strom direkt,33.51,209.37,120,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Tibber Deutschland,Dynamischer Tarif,20.9,212.77,46.88,1,1 Monat
ELECTRICITY,71691,Freiberg,1000,Vattenfall Sales,ÖkoStrom12,35.6,202.8,126,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Vattenfall Sales,Ökostrom12 Smart,35.6,202.8,124,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,VeganStrom,VeganStrom Solarplus,32.4,219.12,81.47,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,Volkswagen Group Charging,Volkswagen Naturstrom Flex,28.8,212.87,0,1,1 Monat
ELECTRICITY,71691,Freiberg,1000,enercity,enercity Strom natürlich garantiert,32.93,215.25,99,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,enno energie,enno strom Vario,31.83,176.64,0,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,eprimo,eprimoStrom PrimaKlima,34.63,217.06,120.06,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,eprimo,eprimoStrom PrimaKlima Pur,32.22,178.69,0,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,goldstrom,goldgas sicher12 Strom,34.01,193.62,86.1,12,12 Monate
ELECTRICITY,71691,Freiberg,1000,goldstrom,natürlich12 Strom,34.31,193.62,88.4,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,123energie,123strom,32.09,253.92,215,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,123energie,123ökostrom,32.99,265.82,215,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,E WIE EINFACH,Grün & Günstig Strom,33.7,244.8,246.48,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,ENSTROGA,Fairpower X,15,263.96,0,1,1 Monat
ELECTRICITY,71691,Freiberg,2000,ENTEGA,ENTEGA Ökostrom eco,35.37,188.47,222.01,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Elektrizitätsversorgung Berlin,ELEKTRIZITÄT BERLIN Strom,33.83,169.16,176.87,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,FairEnergie,FairStromOnline,32.9,146.37,105,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Fuxx - Die Sparenergie,Fuxx-Spar Optimal,33.92,174.51,152.92,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Grünwelt Wärmestrom,Strom Bonus 12,35.27,254.2,278.94,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,KlickEnergie,KlickNaturstrom,30.05,207.98,50,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,KlickEnergie,KlickStrom,29.86,207.98,50,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,LogoEnergie,LogoStrom clever,30.82,157.08,0,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,MAXENERGY,MAX Ocean Strom 12,28.1,200.37,0,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,MONTANA,MONTANA dynamic,31.51,208.49,99.96,1,1 Monat
ELECTRICITY,71691,Freiberg,2000,MONTANA,MONTANA garant 12,35.7,195.06,161.36,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Mainova,Strom Online 12,34.23,194.42,175.01,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Mainova,Strom Online 12 ÖkoPremium,36.12,194.42,175.01,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,NEW Energie,NEWfair Strom 12,32.86,188.47,173.05,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Ostrom,Ostrom SimplyFair,29.46,212.87,50.04,1,1 Monat
ELECTRICITY,71691,Freiberg,2000,PLAN-B NET ZERO ENERGY,PBNZE DYNAMIC PRIVATE,21.36,219.88,0,1,1 Monat
ELECTRICITY,71691,Freiberg,2000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12,32.51,230.12,220,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,R(H)EINPOWER,R(H)EINPOWER MeinStrom 12 Natur,32.99,230.12,220,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Rabot Energy,rabot.home flex,22.05,200.75,64.26,1,1 Monat
ELECTRICITY,71691,Freiberg,2000,SCHARR WÄRME,SCHARRMANT Öko Strom 12,33.16,214.7,128,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Stadtwerke Augsburg,swa Strom Online natur,34.21,212.26,213.5,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Stadtwerke Karlsruhe,BesserVersorgt Strom fix,32.58,249.59,229,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Stadtwerke München,M-Strom Fix,36.39,237.5,289.6,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Stadtwerke München,M-Ökostrom Fix,37.34,237.5,289.6,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Stadtwerke Pforzheim,SWP MaxSpar Strom,32.9,200.37,128,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Stadtwerke Schwerin,meckpommSTROM 12,33.05,200.37,129.17,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Stadtwerke Schwerin,meckpommSTROM natur 12,33.35,200.37,130.07,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,TEAG Thüringer Energie,TEAG.Strom direkt,33.51,209.37,200,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Tibber Deutschland,Dynamischer Tarif,20.9,212.77,45.88,1,1 Monat
ELECTRICITY,71691,Freiberg,2000,Vattenfall Sales,ÖkoStrom12,34.6,202.8,223,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,Vattenfall Sales,Ökostrom12 Smart,34.6,202.8,221,12,12 Monate
ELECTRICITY,71691,Freiberg,2000,VeganStrom,VeganStrom Solarplus,31.66,219.12,127.85,12,12 Monate
